,ranks,title,singer,genre
37,38,거북선 (Feat. 팔로알토),"Ja Mezz, Andup (앤덥), MINO (송민호)",랩/힙합
38,39,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,발라드
39,40,우리 사랑하지 말아요,BIGBANG (빅뱅),댄스
40,41,오빠차,"인크레더블, Tablo, 지누션",랩/힙합
41,42,Oasis (Feat. ZICO),Crush,R&B/Soul
42,43,또 운다 또,다비치,발라드
43,44,LOVE ME RIGHT,EXO,댄스
44,45,어깨,"소유 (SOYOU), 권정열",R&B/Soul
45,46,LUV,Apink (에이핑크),댄스
46,47,바라보기,엠씨더맥스 (M.C the MAX),"발라드, 국내드라마"
47,48,사랑 범벅 (Feat. 챈슬러 of the channels),MC몽,랩/힙합
48,49,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),발라드
49,50,My Type (Prod. By 버벌진트),"제시 (Jessi), 치타 (CHEETAH), 강남",랩/힙합
50,51,맨정신,BIGBANG (빅뱅),록/메탈
51,52,WE LIKE 2 PARTY,BIGBANG (빅뱅),랩/힙합
52,53,너의 의미 (Feat. 김창완),아이유,발라드
53,54,No Make Up,Zion.T,R&B/Soul
54,55,Lion Heart,소녀시대 (GIRLS' GENERATION),댄스
55,56,사랑에 빠지고 싶다,정승환,발라드
56,57,스물셋,아이유,댄스
57,58,GOOD BOY,GD X TAEYANG,랩/힙합
58,59,Remember,Apink (에이핑크),댄스
59,60,스폰서 ($ponsor),"으뜨거따시 (하하, 자이언티)",R&B/Soul
60,61,시작이 좋아 2015 (Prod. By 버벌진트),"지민, 임슬옹",랩/힙합
61,62,사뿐사뿐,AOA,댄스
62,63,Okey Dokey,"MINO (송민호), 지코 (ZICO)",랩/힙합
63,64,보통연애 (Feat. 박보람),박경,랩/힙합
64,65,한여름밤의 꿀,"San E, 레이나 (Raina)",랩/힙합
65,66,Ice Cream Cake,Red Velvet (레드벨벳),댄스
66,67,아무도 모르게 (Prod. by MC몽),"치타 (CHEETAH), 에일리(Ailee)",랩/힙합
67,68,소녀,오혁,"발라드, 국내드라마"
68,69,팔베개 (Feat. 기현) (Pillow),"소유 (SOYOU), 기리보이",랩/힙합
69,70,Boys And Girls (Feat. Babylon),지코 (ZICO),랩/힙합
70,71,니가 모르게 (You Don't Know),로꼬,랩/힙합
71,72,Dumb Dumb,Red Velvet (레드벨벳),댄스
72,73,사이먼 도미닉,사이먼 도미닉,랩/힙합
73,74,쩔어 (GD & T.O.P),BIGBANG (빅뱅),랩/힙합
74,75,PARTY,소녀시대 (GIRLS' GENERATION),댄스
75,76,환청 (Feat. 나쑈 (NaShow)),장재인,"발라드, 랩/힙합, 국내드라마"
76,77,연예할래,박보람,댄스
77,78,슬픔 속에 그댈 지워야만 해,"정승환, 박윤하",발라드
78,79,멋진헛간,"오대천왕 (정형돈, 밴드 혁오)",록/메탈
79,80,한번 더 말해줘 (Feat. 장한나),지누션,댄스
80,81,I Feel You,원더걸스,댄스
81,82,링마벨 (Ring My Bell),걸스데이,댄스
82,83,가슴 뛰도록,SG 워너비,발라드
83,84,벚꽃 엔딩,버스커 버스커,록/메탈
84,85,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",발라드
85,86,바람기억,나얼,R&B/Soul
86,87,View,SHINee (샤이니),댄스
87,88,I'm So Sexy,"댄싱게놈 (유재석, JYP)",댄스
88,89,몸매 (MOMMAE) (Feat. Ugly Duck),박재범,랩/힙합
89,90,꽃이 핀다,케이윌,발라드
90,91,사랑은 미친짓 (Feat. 칸토 of 트로이),"15& (박지민, 백예린)",R&B/Soul
91,92,"BORN HATER (Feat. 빈지노, 버벌진트, B.I, MINO, BOBBY)",에픽하이 (EPIK HIGH),랩/힙합
92,93,미쳐,4minute,랩/힙합
93,94,슈퍼스타 (Prod. by D.O),"키썸 (Kisum), San E, 태완 (Taewan)",랩/힙합
94,95,세 사람 (With 성시경),토이,발라드
95,96,품행제로,블락비 바스타즈,댄스
96,97,사랑의 시작은 고백에서부터,김범수,"발라드, 국내드라마"
97,98,Apple (Feat. 박재범),가인,댄스
98,99,아프다,"지코 (ZICO), 소진 (Sojin)","발라드, 랩/힙합, 국내드라마"
99,100,모르나봐,"소유 (SOYOU), 브라더수","발라드, 국내드라마"
