,ranks,title,singer,genre
67,68,You(=I),볼빨간사춘기,"인디음악, 포크/블루스"
68,69,널 사랑하지 않아,어반자카파,발라드
69,70,바람이 불었으면 좋겠어,길구봉구,발라드
70,71,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운,"랩/힙합, 인디음악"
71,72,숨,박효신,발라드
72,73,비가와 (Rain),"소유 (SOYOU), 백현 (BAEKHYUN)",발라드
73,74,CHEER UP,TWICE (트와이스),댄스
74,75,N분의1 (Feat. 다이나믹듀오),"넉살, 한해, RYNO (라이노), 조우찬",랩/힙합
75,76,연애소설 (Feat. 아이유),에픽하이 (EPIK HIGH),랩/힙합
76,77,소나기,아이오아이 (I.O.I),발라드
77,78,Who Are You,샘김 (Sam Kim),"발라드, 국내드라마"
78,79,Ko Ko Bop,EXO,댄스
79,80,이 바보야,정승환,발라드
80,81,첫 눈,정준일,"발라드, 국내드라마"
81,82,나의 사춘기에게,볼빨간사춘기,"인디음악, 포크/블루스"
82,83,기다렸다 가,"다이나믹 듀오, 첸 (CHEN)",랩/힙합
83,84,She's a Baby,지코 (ZICO),R&B/Soul
84,85,LAST DANCE,BIGBANG (빅뱅),발라드
85,86,사랑하지 않은 것처럼,버즈,록/메탈
86,87,MOVIE,비투비,댄스
87,88,그리워하다,비투비,발라드
88,89,DNA,방탄소년단,랩/힙합
89,90,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),댄스
90,91,NEVER,국민의 아들,댄스
91,92,Why Don't You Know (Feat. 넉살),청하,댄스
92,93,"요즘것들 (Feat. ZICO, DEAN)","행주, 양홍원, Hash Swan, 킬라그램 (KILLAGRAMZ)",랩/힙합
93,94,이런 엔딩,아이유,발라드
94,95,LONELY,씨스타,R&B/Soul
95,96,FIVE,Apink (에이핑크),댄스
96,97,이 지금,아이유,발라드
97,98,좋아,"민서 (MINSEO), 윤종신",발라드
98,99,행복한 척,수지,R&B/Soul
99,100,너무너무너무,아이오아이 (I.O.I),댄스
