,ranks,title,singer,genre
82,83,"And July (Feat. DEAN, DJ Friz)",헤이즈 (Heize),랩/힙합
83,84,아마도 그건,"Crush, 로꼬",R&B/Soul
84,85,DADDY (Feat. CL of 2NE1),싸이 (PSY),댄스
85,86,냉탕에 상어 (Feat. 블랙넛),수퍼비 (SUPERBEE),랩/힙합
86,87,벚꽃 엔딩,버스커 버스커,록/메탈
87,88,불장난,BLACKPINK,댄스
88,89,내 옆에 그대인 걸,다비치,발라드
89,90,취향저격,iKON,랩/힙합
90,91,Dancing King,"유재석, EXO",댄스
91,92,스물셋,아이유,댄스
92,93,야생화,박효신,발라드
93,94,야 하고 싶어 (Feat. 시우민 of EXO),지민,댄스
94,95,How Can I Love You,XIA (준수),"발라드, 국내드라마"
95,96,센치해,WINNER,댄스
96,97,No Make Up,Zion.T,R&B/Soul
97,98,어떻게 지내,Crush,R&B/Soul
98,99,우아해 (woo ah),Crush,R&B/Soul
99,100,너를 위해,"첸 (CHEN), 백현 (BAEKHYUN), 시우민 (XIUMIN)","발라드, R&B/Soul, 국내드라마"
