,ranks,title,singer,genre
70,71,"
씨스루 (Feat. 개코, Zion.T)
",프라이머리,랩/힙합
71,72,"
널 사랑하겠어
",효린,발라드
72,73,"
나쁜놈 (Feat. 소야)
",마이티 마우스,댄스
73,74,"
I 돈 Care (Feat. 서수민PD)
",용감한 녀석들,랩/힙합
74,75,"
내가 노래를 못해도
",SE7EN,발라드
75,76,"
안좋을때 들으면 더 안좋은 노래
",형돈이와 대준이,랩/힙합
76,77,"
베짱이 찬가
",써니힐,댄스
77,78,"
우리 사랑했잖아
","다비치, 티아라",발라드
78,79,"
곰인형 (Feat. 해금)
",린,발라드
79,80,"
말리꽃 (원곡가수 이승철)
",이정(J.Lee),발라드
80,81,"
난리나
",블락비 (Block B),댄스
81,82,"
STILL ALIVE
",BIGBANG (빅뱅),댄스
82,83,"
추격자
",인피니트,댄스
83,84,"
POISON
",시크릿,댄스
84,85,"
휘파람
",로이킴,발라드
85,86,"
이럴 줄 알았어
",비스트,댄스
86,87,"
Ice Cream (Feat. Maboos)
",현아,댄스
87,88,"
Officially Missing You
",긱스 (Geeks),랩/힙합
88,89,"
Falling
",존박,발라드
89,90,"
Pandora
",카라,댄스
90,91,"
아프다
",허각,발라드
91,92,"
Sherlock.셜록 (Clue+Note)
",SHINee (샤이니),댄스
92,93,"
떠나간다
",노을,발라드
93,94,"
미치겠어
",틴탑,댄스
94,95,"
서쪽 하늘
",울랄라세션,발라드
95,96,"
니가 싫어
",어반자카파,발라드
96,97,"
사랑은 다 그런거래요
","양파, 다비치, HANNA",발라드
97,98,"
닐리리맘보
",블락비 (Block B),댄스
98,99,"
Hey You
",CNBLUE (씨엔블루),록/메탈
99,100,"
소나기 (주르르루)
",버스커 버스커,록/메탈
