,ranks,title,singer,genre
82,83,"
Wonderful
",BIGBANG (빅뱅),댄스
83,84,"
그립고 그립고 그립다
",케이윌,발라드
84,85,"
소년이여
",G-DRAGON,댄스
85,86,"
Let's Dance
",퓨처라이거,댄스
86,87,"
커플 (Feat. 황정음)
",김용준,발라드
87,88,"
기다리다 지친다
",2PM,댄스
88,89,"
마음으로 하는 말 (Feat. Hanyi)
",프리스타일,랩/힙합
89,90,"
Chu~♡
",f(x),댄스
90,91,"
Stylish (The FILA)
",BIGBANG (빅뱅),랩/힙합
91,92,"
Simple Love (Feat. 나비)
",MC몽,랩/힙합
92,93,"
흔들려
",채연,댄스
93,94,"
죽일 놈 (Guilty)
",다이나믹 듀오,랩/힙합
94,95,"
생각이나
",부활,록/메탈
95,96,"
아몰레드 (Amoled)
","손담비, 애프터스쿨",댄스
96,97,"
행복병 (Feat. Shorry J (MM))
",김종국,발라드
97,98,"
연애특강 (Feat. 한예슬)
",마이티 마우스,랩/힙합
98,99,"
만만하니
",유키스,댄스
99,100,"
한사람을 위한 마음
",럼블피쉬,발라드
