Time,bedtime,waketime,inBed,awake,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7
2021-12-17T21:59:59+09:00,2021-12-17 04:00:00,2021-12-17 07:21:00,03:21:00,00:00:00,03:21:00,06:28:25,100.0,96.5,03:09:10,05:43:00,01:32:46,02:57:36,65.0,63.7,78.9,78.6,58.0,61.6,60,83
2021-12-18T21:59:59+09:00,2021-12-18 03:15:00,2021-12-18 12:42:00,09:27:00,00:00:00,09:27:00,06:47:00,100.0,96.5,08:31:17,05:59:07,05:28:16,03:11:03,62.9,63.0,76.8,78.3,62.0,59.9,63,80
2021-12-19T21:59:59+09:00,2021-12-19 04:12:00,2021-12-19 12:34:00,08:22:00,00:00:00,08:22:00,06:50:17,100.0,96.5,07:39:02,06:03:14,04:33:49,03:21:28,61.7,62.2,81.2,77.8,62.0,59.6,112,86
2021-12-20T21:59:59+09:00,2021-12-20 02:09:00,2021-12-20 08:30:00,06:21:00,00:00:00,06:21:00,06:52:42,100.0,96.9,05:30:15,06:08:32,03:10:30,03:32:51,60.7,62.4,77.6,78.0,53.8,59.1,79,89
2021-12-21T21:59:59+09:00,2021-12-21 02:30:00,2021-12-21 08:39:00,06:09:00,00:00:00,06:09:00,06:58:25,100.0,96.9,04:52:43,06:06:45,02:33:45,03:23:29,63.3,62.9,79.7,78.6,60.0,59.7,92,86
2021-12-22T21:59:59+09:00,2021-12-22 02:00:00,2021-12-22 10:15:00,08:15:00,00:31:00,07:44:00,06:56:51,93.7,96.0,06:56:47,06:09:26,04:07:28,03:32:34,63.5,63.3,83.1,79.2,44.0,56.8,110,82
2021-12-23T21:59:59+09:00,2021-12-23 02:51:00,2021-12-23 09:19:00,06:28:00,00:00:00,06:28:00,06:50:17,100.0,99.1,05:47:45,06:03:51,03:06:14,03:30:24,64.9,63.1,80.7,79.7,60.0,57.1,68,83
2021-12-24T21:59:59+09:00,2021-12-24 01:45:00,2021-12-24 07:51:00,06:06:00,00:11:00,05:55:00,07:12:17,97.0,98.7,05:37:08,06:25:00,03:51:31,03:50:13,61.9,62.7,79.2,79.7,59.0,57.3,138,95
2021-12-25T21:59:59+09:00,2021-12-24 22:58:00,2021-12-25 11:28:00,12:30:00,00:33:00,11:57:00,07:33:42,95.6,98.0,10:09:12,06:38:59,04:04:05,03:38:11,63.0,62.7,,,61.0,57.1,70,96
2021-12-27T21:59:59+09:00,2021-12-27 01:44:00,2021-12-27 08:10:00,06:26:00,00:14:00,06:12:00,07:15:08,96.4,97.5,05:48:28,06:23:11,03:06:00,03:25:39,64.5,63.1,79.6,79.3,63.0,57.3,36,85
2021-12-28T21:59:59+09:00,2021-12-28 01:32:00,2021-12-28 07:30:00,05:58:00,00:11:00,05:47:00,07:10:17,96.9,97.1,04:48:59,06:17:17,01:50:25,03:14:12,61.7,63.3,,,57.0,57.7,66,83
2021-12-30T21:59:59+09:00,2021-12-29 22:00:00,2021-12-30 00:45:00,02:45:00,00:00:00,02:45:00,06:41:08,100.0,97.1,,,,,,,,,,,,
2022-01-04T21:59:59+09:00,2022-01-04 01:15:00,2022-01-04 08:32:00,07:17:00,00:38:00,06:39:00,06:31:51,91.3,96.7,05:50:16,06:25:31,03:26:53,03:21:48,59.8,62.8,77.6,79.1,61.0,57.9,122,87
2022-01-05T21:59:59+09:00,2022-01-04 23:55:00,2022-01-05 07:39:00,07:44:00,00:00:00,07:44:00,06:42:42,100.0,96.7,07:08:26,06:27:11,04:38:24,03:26:13,57.9,62.0,67.8,76.9,55.0,59.4,71,82
2022-01-06T21:59:59+09:00,2022-01-06 04:28:00,2022-01-06 08:31:00,04:03:00,00:00:00,04:03:00,06:26:42,100.0,97.2,03:15:07,06:05:22,00:45:34,03:06:07,61.8,61.5,79.6,76.8,58.0,59.1,49,79
2022-01-07T21:59:59+09:00,2022-01-07 01:00:00,2022-01-07 08:16:00,07:16:00,00:01:00,07:15:00,05:46:25,99.8,97.8,06:34:36,06:13:35,03:53:02,03:06:20,59.5,61.2,,,56.0,58.7,80,71
2022-01-09T21:59:59+09:00,2022-01-09 01:43:00,2022-01-09 09:21:00,07:38:00,00:00:00,07:38:00,05:58:42,100.0,98.3,06:59:21,05:46:28,04:04:16,03:06:22,60.0,60.7,81.6,77.4,61.0,58.7,127,79
2022-01-10T21:59:59+09:00,2022-01-10 01:40:00,2022-01-10 07:59:00,06:19:00,00:01:00,06:18:00,06:03:08,99.7,98.7,05:13:55,05:41:31,03:09:00,03:06:47,58.4,59.9,79.0,77.3,59.0,58.1,54,81
2022-01-11T21:59:59+09:00,2022-01-11 00:28:00,2022-01-11 07:41:00,07:13:00,00:00:00,07:13:00,06:41:25,100.0,98.7,07:04:34,06:00:53,05:40:13,03:39:37,59.5,59.6,80.6,77.6,57.0,58.1,51,79
2022-01-12T21:59:59+09:00,2022-01-12 00:21:00,2022-01-12 07:27:00,07:06:00,00:00:00,07:06:00,06:45:17,100.0,99.9,06:32:26,06:06:55,04:44:00,03:50:38,59.2,59.5,82.6,78.3,59.0,57.9,84,74
2022-01-13T21:59:59+09:00,2022-01-13 00:08:00,2022-01-13 07:45:00,07:37:00,00:14:00,07:23:00,06:42:17,96.9,99.5,06:42:09,06:03:10,04:34:58,03:50:09,60.7,59.9,76.8,79.6,53.0,57.6,49,70
2022-01-14T21:59:59+09:00,2022-01-13 23:27:00,2022-01-14 08:04:00,08:37:00,00:50:00,07:47:00,07:14:17,90.3,98.1,07:03:27,06:35:47,04:09:04,04:19:13,62.4,60.0,78.1,79.3,61.0,58.0,118,80
2022-01-15T21:59:59+09:00,2022-01-15 02:30:00,2022-01-15 08:00:00,05:30:00,00:00:00,05:30:00,06:59:17,100.0,98.1,05:27:22,06:26:11,04:00:00,04:20:13,62.0,60.3,76.5,79.3,63.0,59.0,56,77
2022-01-16T21:59:59+09:00,2022-01-16 03:14:00,2022-01-16 11:52:00,08:38:00,00:43:00,07:55:00,07:01:42,91.7,97.0,06:00:16,06:17:44,01:01:17,03:54:04,70.8,61.9,78.1,78.8,60.0,58.9,58,67
2022-01-17T21:59:59+09:00,2022-01-17 02:36:00,2022-01-17 08:39:00,06:22:00,00:00:00,06:22:00,07:02:17,100.0,97.0,05:45:44,06:22:17,03:25:10,03:56:23,63.2,62.5,77.7,78.6,66.0,59.9,55,67
2022-01-18T21:59:59+09:00,2022-01-18 01:11:00,2022-01-18 08:30:00,07:19:00,00:14:00,07:05:00,07:01:08,96.8,96.5,06:17:51,06:15:36,03:47:41,03:40:18,59.0,62.5,78.6,78.3,53.0,59.3,57,68
2022-01-19T21:59:59+09:00,2022-01-19 01:02:00,2022-01-19 07:22:00,06:20:00,00:00:00,06:20:00,06:54:34,100.0,96.5,05:36:19,06:07:35,03:17:36,03:27:58,60.4,62.6,83.6,78.5,59.0,59.3,68,66
2022-01-20T21:59:59+09:00,2022-01-20 00:38:00,2022-01-20 08:18:00,07:40:00,00:10:00,07:30:00,06:55:34,97.8,96.7,07:10:30,06:11:38,04:54:50,03:30:48,62.5,62.9,75.6,78.3,64.0,60.9,45,65
2022-01-21T21:59:59+09:00,2022-01-21 00:50:00,2022-01-21 07:38:00,06:48:00,00:01:00,06:47:00,06:47:00,99.8,98.0,05:58:03,06:02:18,03:54:48,03:28:46,59.2,62.4,81.4,78.8,56.0,60.1,69,58
2022-01-22T21:59:59+09:00,2022-01-22 03:06:00,2022-01-22 10:13:00,07:07:00,00:00:00,07:07:00,07:00:51,100.0,98.0,06:24:36,06:10:29,03:48:45,03:27:09,63.6,62.7,83.5,79.8,64.0,60.3,51,57
2022-01-23T21:59:59+09:00,2022-01-23 03:07:00,2022-01-23 12:35:00,09:28:00,00:00:00,09:28:00,07:14:08,100.0,99.2,08:28:48,06:31:42,04:20:58,03:55:41,61.2,61.3,,,64.0,60.9,75,60
2022-01-28T21:59:59+09:00,2022-01-28 00:57:00,2022-01-28 08:15:00,07:18:00,00:27:00,06:51:00,07:18:17,93.8,98.3,06:13:13,06:35:38,03:33:07,03:56:49,59.3,60.7,73.8,79.4,61.0,60.1,63,61
2022-01-29T21:59:59+09:00,2022-01-29 00:15:00,2022-01-29 09:36:00,09:21:00,00:00:00,09:21:00,07:37:42,100.0,98.8,07:48:13,06:48:32,01:30:58,03:37:17,67.0,61.9,84.4,80.3,68.0,62.3,93,66
2022-01-30T21:59:59+09:00,2022-01-30 03:45:00,2022-01-30 10:20:00,06:35:00,00:00:00,06:35:00,07:39:51,100.0,98.8,05:59:33,06:51:51,03:02:18,03:35:06,68.4,63.0,80.9,79.9,67.0,63.4,40,62
2022-01-31T21:59:59+09:00,2022-01-31 03:00:00,2022-01-31 10:02:00,08:09:00,00:01:00,08:08:00,07:45:17,99.8,99.1,07:09:39,06:51:44,03:38:18,03:24:10,64.5,63.3,81.1,80.7,66.0,63.7,45,62
2022-02-01T21:59:59+09:00,2022-02-01 02:27:00,2022-02-01 08:30:00,07:03:00,00:09:00,06:54:00,07:46:17,97.5,98.7,05:45:25,06:49:55,02:03:08,03:08:13,67.1,64.4,81.4,80.7,63.0,64.7,33,57
2022-02-02T21:59:59+09:00,2022-02-01 23:51:00,2022-02-02 09:15:00,09:24:00,00:17:00,09:07:00,08:03:25,97.0,98.3,07:00:47,06:55:05,02:31:57,02:57:14,65.0,64.6,80.2,80.2,66.0,65.0,34,55
2022-02-03T21:59:59+09:00,2022-02-03 02:39:00,2022-02-03 08:06:00,05:27:00,00:26:00,05:01:00,07:25:17,92.0,97.2,04:10:49,06:18:14,02:15:27,02:39:19,63.2,64.9,77.2,79.9,62.0,64.7,34,49
2022-02-04T21:59:59+09:00,2022-02-03 23:29:00,2022-02-04 07:10:00,07:41:00,00:00:00,07:41:00,07:32:25,100.0,98.0,06:52:09,06:23:48,03:19:46,02:37:24,60.3,65.1,78.5,80.5,58.0,64.3,67,49
2022-02-05T21:59:59+09:00,2022-02-05 03:20:00,2022-02-05 10:46:00,07:26:00,00:00:00,07:26:00,07:16:00,100.0,98.0,07:17:45,06:19:27,05:07:35,03:08:21,63.7,64.6,74.8,79.2,62.0,63.4,58,44
2022-02-06T21:59:59+09:00,2022-02-06 02:09:00,2022-02-06 10:49:00,08:40:00,00:39:00,08:01:00,07:28:17,92.5,97.0,07:17:29,06:30:35,04:16:32,03:18:57,61.4,63.6,76.7,78.6,59.0,62.3,54,47
2022-02-07T21:59:59+09:00,2022-02-07 00:45:00,2022-02-07 07:08:00,06:23:00,00:00:00,06:23:00,07:13:17,100.0,97.0,06:05:02,06:21:21,04:20:26,03:24:58,59.7,62.9,83.4,78.9,59.0,61.3,99,54
2022-02-08T21:59:59+09:00,2022-02-08 01:21:00,2022-02-08 06:59:00,05:38:00,00:10:00,05:28:00,07:01:00,97.0,96.9,05:13:28,06:16:47,03:38:40,03:38:37,68.1,63.0,82.2,79.0,63.0,61.3,38,55
2022-02-09T21:59:59+09:00,2022-02-09 00:12:00,2022-02-09 08:00:00,07:48:00,00:24:00,07:24:00,06:46:17,94.9,96.6,05:18:06,06:02:07,02:17:48,03:36:36,70.2,63.8,82.8,79.4,68.0,61.6,29,54
2022-02-10T21:59:59+09:00,2022-02-10 00:45:00,2022-02-10 08:37:00,07:52:00,00:38:00,07:14:00,07:05:17,91.9,96.6,06:16:28,06:20:04,02:40:44,03:40:13,71.7,65.0,79.8,79.7,77.0,63.7,64,59
2022-02-11T21:59:59+09:00,2022-02-11 01:21:00,2022-02-11 08:13:00,06:52:00,00:00:00,06:52:00,06:58:17,100.0,96.6,05:46:51,06:10:44,02:38:28,03:34:19,70.3,66.4,86.8,80.9,62.0,64.3,68,59
2022-02-12T21:59:59+09:00,2022-02-12 02:00:00,2022-02-12 07:59:00,05:59:00,00:00:00,05:59:00,06:45:51,100.0,96.6,04:52:30,05:49:59,02:36:05,03:12:40,74.6,68.0,82.1,82.0,67.0,65.0,46,57
2022-02-13T21:59:59+09:00,2022-02-13 02:51:00,2022-02-13 08:30:00,05:39:00,00:04:00,05:35:00,06:25:00,98.8,97.5,04:59:42,05:30:18,01:40:30,02:50:23,74.1,69.8,84.4,83.1,70.0,66.6,70,59
2022-02-14T21:59:59+09:00,2022-02-14 01:00:00,2022-02-14 08:15:00,07:15:00,00:16:00,06:59:00,06:30:08,96.3,97.0,05:56:10,05:29:02,03:37:16,02:44:13,67.9,71.0,85.3,83.3,69.0,68.0,73,56
2022-02-15T21:59:59+09:00,2022-02-15 01:38:00,2022-02-15 08:41:00,07:03:00,00:02:00,07:01:00,06:43:25,99.5,97.4,06:25:55,05:39:23,03:38:55,02:44:15,69.2,71.2,85.0,83.7,65.0,68.3,52,58
2022-02-16T21:59:59+09:00,2022-02-16 02:12:00,2022-02-16 08:31:00,06:19:00,00:00:00,06:19:00,06:34:08,100.0,98.1,05:53:55,05:44:30,03:47:24,02:57:03,71.5,71.3,82.9,83.8,70.0,68.6,69,63
2022-02-17T21:59:59+09:00,2022-02-17 01:16:00,2022-02-17 08:20:00,07:04:00,00:00:00,07:04:00,06:32:42,100.0,99.2,05:29:29,05:37:47,02:01:09,02:51:23,76.5,72.0,85.9,84.6,71.0,67.7,39,59
2022-02-18T21:59:59+09:00,2022-02-18 00:59:00,2022-02-18 08:45:00,07:46:00,00:00:00,07:46:00,06:40:25,100.0,99.2,06:37:58,05:45:05,03:45:29,03:00:58,70.6,72.1,85.0,84.4,78.0,70.0,44,56
2022-02-19T21:59:59+09:00,2022-02-19 03:05:00,2022-02-19 10:16:00,07:11:00,00:00:00,07:11:00,06:50:42,100.0,99.2,05:46:05,05:52:45,02:13:46,02:57:47,71.1,71.6,87.4,85.1,65.0,69.7,52,57
2022-02-20T21:59:59+09:00,2022-02-20 04:24:00,2022-02-20 11:53:00,07:29:00,00:01:00,07:28:00,07:06:51,99.8,99.4,06:49:35,06:08:27,04:16:00,03:19:59,72.1,71.3,83.1,84.9,70.0,69.7,35,52
2022-02-21T21:59:59+09:00,2022-02-21 00:59:00,2022-02-21 09:00:00,08:01:00,00:45:00,07:16:00,07:09:17,90.6,98.6,06:16:52,06:11:24,02:35:43,03:11:12,71.9,71.8,81.9,84.5,76.0,70.7,42,47
2022-02-22T21:59:59+09:00,2022-02-22 01:16:00,2022-02-22 07:51:00,06:35:00,00:15:00,06:20:00,07:03:25,96.2,98.1,05:11:48,06:00:49,01:35:00,02:53:30,73.8,72.5,80.3,83.8,66.2,70.9,74,51
2022-02-23T21:59:59+09:00,2022-02-23 01:28:00,2022-02-23 08:00:00,06:32:00,00:00:00,06:32:00,07:05:17,100.0,98.1,05:50:27,06:00:19,03:00:55,02:46:51,68.7,72.1,81.7,83.6,58.0,69.2,57,49
2022-02-24T21:59:59+09:00,2022-02-24 01:59:00,2022-02-24 08:31:00,06:32:00,00:00:00,06:32:00,07:00:42,100.0,98.1,05:30:31,06:00:28,02:00:37,02:46:47,67.8,70.9,84.0,83.3,72.0,69.3,70,53
2022-02-25T21:59:59+09:00,2022-02-25 01:39:00,2022-02-25 08:27:00,06:48:00,00:06:00,06:42:00,06:51:34,98.5,97.9,05:31:33,05:50:59,02:34:37,02:36:39,71.8,71.0,81.6,82.9,71.0,68.3,40,53
2022-02-26T21:59:59+09:00,2022-02-26 02:20:00,2022-02-26 12:32:00,10:12:00,00:14:00,09:58:00,07:15:25,97.7,97.6,09:08:27,06:19:53,05:14:44,03:02:30,68.9,70.7,81.8,82.1,70.0,69.0,64,55
2022-02-27T21:59:59+09:00,2022-02-27 03:24:00,2022-02-27 12:00:00,08:36:00,00:00:00,08:36:00,07:25:08,100.0,97.6,06:51:01,06:20:06,01:31:04,02:38:57,74.6,71.1,89.8,83.0,68.0,68.7,50,57
2022-02-28T21:59:59+09:00,2022-02-28 03:38:00,2022-02-28 08:43:00,05:05:00,00:00:00,05:05:00,07:06:25,100.0,98.9,04:13:58,06:02:32,02:24:28,02:37:20,71.9,71.1,82.9,83.1,65.0,67.2,39,56
2022-03-01T21:59:59+09:00,2022-02-28 22:24:00,2022-03-01 09:36:00,11:12:00,00:15:00,10:57:00,07:46:00,97.8,99.1,09:10:37,06:36:39,04:25:56,03:01:45,71.4,70.7,91.1,84.7,66.0,67.1,60,54
2022-03-02T21:59:59+09:00,2022-03-02 02:15:00,2022-03-02 09:10:00,06:55:00,00:18:00,06:37:00,07:46:42,95.7,98.5,04:23:33,06:24:14,03:18:30,03:04:16,71.1,71.1,79.5,84.4,70.0,68.9,60,55
2022-03-03T21:59:59+09:00,2022-03-03 00:54:00,2022-03-03 08:04:00,07:10:00,00:18:00,06:52:00,07:49:34,95.8,97.9,05:24:05,06:23:19,02:17:20,03:06:39,69.6,71.3,83.0,84.2,62.0,67.4,86,57
2022-03-04T21:59:59+09:00,2022-03-04 01:11:00,2022-03-04 08:47:00,07:36:00,00:11:00,07:25:00,07:55:42,97.6,97.8,05:12:36,06:20:37,01:47:25,02:59:55,68.4,70.8,80.2,84.0,63.0,66.3,57,60
2022-03-05T21:59:59+09:00,2022-03-05 02:34:00,2022-03-05 10:14:00,07:40:00,00:00:00,07:40:00,07:36:00,100.0,98.1,05:58:12,05:53:26,01:01:20,02:23:43,71.0,71.1,78.0,83.5,58.0,64.6,70,60
2022-03-06T21:59:59+09:00,2022-03-06 03:19:00,2022-03-06 05:15:00,01:56:00,00:00:00,01:56:00,06:38:51,100.0,98.1,01:44:42,05:09:41,01:06:17,02:20:10,67.0,70.1,76.6,81.6,61.0,63.6,23,57
2022-03-07T21:59:59+09:00,2022-03-07 00:42:00,2022-03-07 08:31:00,07:49:00,00:00:00,07:49:00,07:02:17,100.0,98.1,07:04:07,05:33:59,03:46:56,02:31:57,62.0,68.6,74.4,80.4,61.0,63.0,82,63
2022-03-08T21:59:59+09:00,2022-03-08 00:30:00,2022-03-08 08:40:00,08:10:00,00:17:00,07:53:00,06:36:00,96.5,97.9,06:34:03,05:11:37,03:24:58,02:23:15,62.9,67.4,79.2,78.7,61.0,62.3,49,61
2022-03-09T21:59:59+09:00,2022-03-09 01:44:00,2022-03-09 08:53:00,07:09:00,00:00:00,07:09:00,06:40:34,100.0,98.6,06:43:44,05:31:39,04:51:06,02:36:28,63.2,66.3,78.9,78.6,57.0,60.4,60,61
2022-03-10T21:59:59+09:00,2022-03-10 01:15:00,2022-03-10 09:26:00,08:11:00,00:00:00,08:11:00,06:51:51,100.0,99.2,06:58:19,05:45:06,03:43:11,02:48:44,62.7,65.3,76.8,77.7,59.0,60.0,59,57
2022-03-11T21:59:59+09:00,2022-03-10 23:01:00,2022-03-11 06:46:00,07:45:00,00:00:00,07:45:00,06:54:42,100.0,99.5,06:33:28,05:56:39,03:21:30,03:02:11,62.2,64.4,77.3,77.3,59.0,59.4,45,56
2022-03-12T21:59:59+09:00,2022-03-11 23:40:00,2022-03-12 08:31:00,08:51:00,00:05:00,08:46:00,07:04:08,99.1,99.4,07:51:17,06:12:49,03:52:04,03:26:34,64.4,63.5,79.3,77.5,64.0,60.3,45,52
2022-03-13T21:59:59+09:00,2022-03-13 01:18:00,2022-03-13 10:15:00,08:57:00,00:00:00,08:57:00,08:04:17,100.0,99.4,08:02:07,07:06:44,04:20:50,03:54:22,64.6,63.2,77.9,77.7,62.0,60.4,48,55
2022-03-14T21:59:59+09:00,2022-03-14 00:00:00,2022-03-14 06:27:00,06:27:00,00:00:00,06:27:00,07:52:34,100.0,99.4,05:54:49,06:56:50,03:52:12,03:55:07,63.5,63.4,79.9,78.5,61.0,60.4,61,52
2022-03-15T21:59:59+09:00,2022-03-15 00:14:00,2022-03-15 06:31:00,06:17:00,00:01:00,06:16:00,07:38:42,99.7,99.8,05:52:53,06:50:57,03:23:40,03:54:56,63.6,63.5,78.2,78.3,60.0,60.3,64,55
2022-03-16T21:59:59+09:00,2022-03-16 00:01:00,2022-03-16 06:31:00,06:30:00,00:00:00,06:30:00,07:33:08,100.0,99.8,06:00:27,06:44:46,03:07:12,03:40:05,64.0,63.6,82.5,78.8,65.0,61.4,51,53
2022-03-17T21:59:59+09:00,2022-03-16 22:34:00,2022-03-17 08:00:00,09:26:00,00:00:00,09:26:00,07:43:51,100.0,99.8,09:01:34,07:02:22,05:36:32,03:56:17,63.4,63.7,76.9,78.9,68.0,62.7,93,58
2022-03-18T21:59:59+09:00,2022-03-18 00:29:00,2022-03-18 07:04:00,06:35:00,00:09:00,06:26:00,07:32:34,97.7,99.5,05:46:24,06:55:39,03:05:17,03:53:58,63.0,63.8,78.7,79.1,57.7,62.5,55,60
2022-03-19T21:59:59+09:00,2022-03-19 01:27:00,2022-03-19 09:56:00,08:29:00,00:06:00,08:23:00,07:29:17,98.8,99.5,07:40:12,06:54:04,04:58:39,04:03:28,59.9,63.1,80.0,79.2,55.0,61.2,80,65
2022-03-20T21:59:59+09:00,2022-03-20 02:40:00,2022-03-20 10:23:00,07:43:00,00:00:00,07:43:00,07:18:42,100.0,99.5,07:11:16,06:46:48,04:37:48,04:05:54,60.0,62.5,78.3,79.2,59.0,60.8,51,65
2022-03-21T21:59:59+09:00,2022-03-21 00:02:00,2022-03-21 08:16:00,08:14:00,00:00:00,08:14:00,07:34:00,100.0,99.5,07:25:13,06:59:43,04:29:27,04:11:13,59.3,61.9,73.3,78.3,57.0,60.2,49,63
2022-03-22T21:59:59+09:00,2022-03-21 23:29:00,2022-03-22 06:34:00,07:05:00,00:12:00,06:53:00,07:39:17,97.2,99.1,06:11:12,07:02:20,03:49:27,04:14:54,61.7,61.6,78.1,78.3,57.0,59.8,101,69
2022-03-23T21:59:59+09:00,2022-03-23 00:14:00,2022-03-23 08:34:00,08:20:00,00:00:00,08:20:00,07:55:00,100.0,99.1,06:46:12,07:08:52,02:46:40,04:11:58,62.8,61.4,78.1,77.6,61.0,59.2,49,68
2022-03-24T21:59:59+09:00,2022-03-24 00:25:00,2022-03-24 06:27:00,06:02:00,00:00:00,06:02:00,07:25:51,100.0,99.1,05:16:07,06:36:40,03:01:00,03:49:45,62.2,61.3,76.1,77.5,53.0,57.1,57,63
2022-03-25T21:59:59+09:00,2022-03-25 00:15:00,2022-03-25 08:13:00,07:58:00,00:17:00,07:41:00,07:36:34,96.4,98.9,06:57:38,06:46:50,03:42:33,03:55:04,67.1,61.9,80.2,77.7,96.0,62.6,50,62
2022-03-26T21:59:59+09:00,2022-03-26 02:17:00,2022-03-26 10:02:00,07:45:00,00:00:00,07:45:00,07:31:08,100.0,99.1,06:34:47,06:37:29,03:21:30,03:41:12,62.6,62.2,78.1,77.5,60.0,63.3,50,58
2022-03-27T21:59:59+09:00,2022-03-27 02:35:00,2022-03-27 12:14:00,09:39:00,00:46:00,08:53:00,07:41:08,92.1,98.0,07:45:12,06:42:20,03:46:07,03:33:49,61.3,62.4,83.6,78.2,96.0,68.6,131,70
2022-03-28T21:59:59+09:00,2022-03-28 00:59:00,2022-03-28 09:02:00,08:03:00,00:01:00,08:02:00,07:39:25,99.8,97.9,06:46:07,06:36:45,04:08:46,03:30:51,62.0,62.8,73.2,78.2,60.0,69.0,53,70
2022-03-29T21:59:59+09:00,2022-03-29 01:33:00,2022-03-29 08:24:00,06:51:00,00:11:00,06:40:00,07:37:34,97.3,97.9,05:32:03,06:31:09,02:40:00,03:20:56,62.5,62.9,76.0,77.9,63.0,69.9,60,64
2022-03-30T21:59:59+09:00,2022-03-30 00:48:00,2022-03-30 07:47:00,06:59:00,00:00:00,06:59:00,07:26:00,100.0,97.9,05:49:49,06:23:06,03:37:16,03:28:10,63.1,63.0,78.0,77.9,60.0,69.7,93,71
2022-03-31T21:59:59+09:00,2022-03-31 01:15:00,2022-03-31 06:34:00,05:19:00,00:00:00,05:19:00,07:19:51,100.0,97.9,05:07:07,06:21:49,03:32:40,03:32:41,62.0,63.0,74.8,77.7,59.0,70.6,39,68
2022-04-01T21:59:59+09:00,2022-04-01 01:15:00,2022-04-01 08:45:00,07:30:00,00:00:00,07:30:00,07:18:17,100.0,98.5,06:25:30,06:17:14,02:45:00,03:24:28,64.0,62.5,74.2,76.8,60.0,65.4,62,70
2022-04-02T21:59:59+09:00,2022-04-02 01:18:00,2022-04-02 07:13:00,05:55:00,00:19:00,05:36:00,06:59:51,94.6,97.7,04:49:37,06:02:12,02:24:00,03:16:15,62.2,62.4,73.3,76.1,58.0,65.1,77,73
2022-04-03T21:59:59+09:00,2022-04-02 23:36:00,2022-04-03 10:42:00,11:06:00,01:45:00,09:21:00,07:03:51,84.2,96.6,08:08:06,06:05:29,03:32:16,03:14:16,64.8,62.9,77.2,75.2,64.0,60.6,73,65
2022-04-04T21:59:59+09:00,2022-04-04 00:20:00,2022-04-04 07:51:00,07:31:00,00:00:00,07:31:00,06:59:25,100.0,96.6,06:10:26,06:00:23,02:30:20,03:00:13,60.6,62.7,77.0,75.8,60.0,60.6,97,71
2022-04-05T21:59:59+09:00,2022-04-05 00:42:00,2022-04-05 08:00:00,07:18:00,00:50:00,06:28:00,06:57:42,88.6,95.4,05:03:28,05:56:18,00:29:51,02:41:37,72.2,64.1,76.4,75.8,67.0,61.1,27,67
2022-04-06T21:59:59+09:00,2022-04-06 01:15:00,2022-04-06 06:53:00,05:38:00,00:01:00,05:37:00,06:46:00,99.7,95.3,04:20:54,05:43:36,00:32:06,02:15:10,71.8,65.4,85.3,76.9,64.0,61.7,32,58
2022-04-07T21:59:59+09:00,2022-04-07 00:59:00,2022-04-07 03:56:00,02:57:00,00:07:00,02:50:00,06:24:42,96.0,94.7,02:26:41,05:20:40,01:42:00,01:59:21,71.8,66.8,76.4,77.1,69.0,63.1,23,56
2022-04-08T21:59:59+09:00,2022-04-08 00:27:00,2022-04-08 10:20:00,09:53:00,02:38:00,07:15:00,06:22:34,73.4,90.9,05:48:26,05:15:23,00:48:20,01:42:41,70.2,67.6,81.1,78.1,57.0,62.7,112,63
2022-04-09T21:59:59+09:00,2022-04-09 01:13:00,2022-04-09 11:00:00,09:47:00,00:00:00,09:47:00,06:58:25,100.0,91.7,08:27:36,05:46:31,03:15:40,01:50:04,70.8,68.9,81.5,79.3,65.0,63.7,70,62
2022-04-10T21:59:59+09:00,2022-04-10 02:45:00,2022-04-10 09:32:00,06:47:00,00:00:00,06:47:00,06:36:25,100.0,94.0,06:10:53,05:29:46,03:31:02,01:49:54,64.6,68.8,,,61.0,63.3,93,65
2022-04-12T21:59:59+09:00,2022-04-12 00:07:00,2022-04-12 08:30:00,08:23:00,00:04:00,08:19:00,06:43:17,99.2,93.8,07:32:12,05:41:27,04:17:04,02:05:09,62.3,69.1,77.0,80.2,55.0,62.6,74,62
2022-04-13T21:59:59+09:00,2022-04-13 02:16:00,2022-04-13 08:56:00,06:40:00,00:00:00,06:40:00,06:45:00,100.0,95.5,05:21:01,05:43:58,02:42:58,02:24:10,62.5,67.7,77.9,80.4,62.0,61.9,70,68
2022-04-14T21:59:59+09:00,2022-04-14 01:13:00,2022-04-14 08:24:00,07:11:00,00:01:00,07:10:00,06:58:17,99.8,95.5,06:09:16,05:59:26,03:58:53,02:53:42,61.7,66.3,76.8,79.2,62.0,61.6,71,73
2022-04-15T21:59:59+09:00,2022-04-15 02:07:00,2022-04-15 08:42:00,06:35:00,00:01:00,06:34:00,07:30:17,99.7,96.0,05:25:37,06:25:00,03:09:07,03:06:09,65.2,65.3,78.1,79.4,54.0,59.4,88,83
2022-04-16T21:59:59+09:00,2022-04-16 01:58:00,2022-04-16 11:00:00,09:02:00,00:00:00,09:02:00,07:45:34,100.0,99.8,08:02:15,06:44:07,01:30:20,03:12:09,63.7,64.4,79.3,79.2,,,,
