Time,bedtime,waketime,inBed,awake,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7
2021-08-26T21:59:59+09:00,2021-08-26 02:54:00,2021-08-26 08:31:00,05:37:00,00:01:00,05:36:00,06:46:08,99.7,95.6,04:27:55,05:32:49,01:52:00,02:34:51,57.7,63.9,81.0,81.0,54.8,61.0,72,52
2021-08-27T21:59:59+09:00,2021-08-27 00:59:00,2021-08-27 08:30:00,09:03:00,02:22:00,06:41:00,06:35:25,68.5,91.9,06:17:33,05:30:01,04:01:09,02:51:12,66.7,62.8,81.5,80.7,61.0,60.3,24,49
2021-08-28T21:59:59+09:00,2021-08-28 03:00:00,2021-08-28 10:29:00,07:29:00,00:38:00,06:51:00,06:41:51,91.5,93.9,05:47:32,05:39:38,02:22:16,02:51:04,58.9,62.2,84.3,80.7,,,88,49
2021-08-29T21:59:59+09:00,2021-08-28 23:37:00,2021-08-29 10:39:00,11:02:00,00:00:00,11:02:00,07:11:42,100.0,94.3,10:10:12,06:11:53,06:09:29,03:19:18,63.3,62.0,90.1,81.8,60.0,60.1,32,49
2021-08-30T21:59:59+09:00,2021-08-30 01:01:00,2021-08-30 08:45:00,07:44:00,00:23:00,07:21:00,07:24:51,95.0,93.5,06:01:45,06:22:24,02:32:04,03:17:11,66.3,62.2,85.5,81.9,65.0,59.8,37,49
2021-08-31T21:59:59+09:00,2021-08-31 00:15:00,2021-08-31 07:05:00,06:50:00,00:00:00,06:50:00,07:35:51,100.0,93.5,05:35:09,06:30:42,02:31:51,03:15:05,58.3,61.6,86.4,83.8,56.0,59.0,62,52
2021-09-01T21:59:59+09:00,2021-09-01 00:59:00,2021-09-01 09:00:00,08:01:00,00:01:00,08:00:00,07:28:42,99.8,93.5,06:42:07,06:26:02,03:52:15,03:20:09,63.0,62.0,81.0,84.3,66.0,60.0,52,52
2021-09-02T21:59:59+09:00,2021-09-02 00:44:00,2021-09-02 09:29:00,08:45:00,00:14:00,08:31:00,07:53:42,97.3,93.2,06:38:25,06:44:40,02:55:39,03:29:14,60.9,62.5,80.5,84.2,63.0,60.8,59,50
2021-09-03T21:59:59+09:00,2021-09-03 01:40:00,2021-09-03 08:35:00,06:55:00,00:00:00,06:55:00,07:55:42,100.0,97.7,06:13:03,06:44:02,04:21:18,03:32:07,62.0,61.8,79.1,83.8,58.0,61.3,71,57
2021-09-04T21:59:59+09:00,2021-09-04 03:28:00,2021-09-04 09:16:00,05:48:00,00:17:00,05:31:00,07:44:17,95.1,98.2,04:06:41,06:29:37,02:06:06,03:29:48,65.5,62.8,81.0,83.4,63.0,61.6,59,53
2021-09-05T21:59:59+09:00,2021-09-05 03:01:00,2021-09-05 08:31:00,06:14:00,00:16:00,05:58:00,07:00:51,95.2,97.5,04:39:00,05:42:18,01:29:43,02:49:50,73.0,64.1,82.8,82.3,67.0,62.6,41,54
2021-09-06T21:59:59+09:00,2021-09-06 00:56:00,2021-09-06 07:14:00,06:18:00,00:06:00,06:12:00,06:51:00,98.4,98.0,05:23:30,05:36:51,02:35:00,02:50:16,61.7,63.5,78.6,81.3,58.0,61.6,49,56
2021-09-07T21:59:59+09:00,2021-09-07 00:17:00,2021-09-07 07:55:00,07:38:00,00:12:00,07:26:00,06:56:08,97.4,97.6,06:24:12,05:43:51,03:43:00,03:00:25,59.8,63.7,81.8,80.7,59.0,62.0,72,57
2021-09-08T21:59:59+09:00,2021-09-08 00:30:00,2021-09-08 07:26:00,06:56:00,00:00:00,06:56:00,06:47:00,100.0,97.6,06:08:19,05:39:01,03:51:07,03:00:16,62.5,63.6,88.1,81.7,56.0,60.6,231,83
2021-09-09T21:59:59+09:00,2021-09-09 00:42:00,2021-09-09 07:01:00,06:19:00,00:00:00,06:19:00,06:28:08,100.0,98.0,05:28:57,05:29:06,03:01:55,03:01:09,68.3,64.7,83.7,82.2,63.0,60.6,40,80
2021-09-10T21:59:59+09:00,2021-09-10 00:16:00,2021-09-10 07:00:00,06:44:00,00:01:00,06:43:00,06:26:25,99.8,98.0,05:47:13,05:25:24,02:50:30,02:48:11,61.9,64.7,83.0,82.7,57.0,60.4,102,85
2021-09-11T21:59:59+09:00,2021-09-11 01:11:00,2021-09-11 10:15:00,09:04:00,00:00:00,09:04:00,06:56:51,100.0,98.7,06:56:09,05:49:37,03:16:27,02:58:14,60.4,64.0,78.6,82.4,58.0,59.7,71,87
2021-09-12T21:59:59+09:00,2021-09-12 01:15:00,2021-09-12 09:02:00,07:47:00,00:18:00,07:29:00,07:09:51,96.1,98.8,06:28:48,06:05:18,03:44:30,03:17:29,61.8,62.4,76.9,81.5,60.0,58.7,59,89
2021-09-13T21:59:59+09:00,2021-09-13 01:45:00,2021-09-13 09:19:00,07:34:00,00:32:00,07:02:00,07:17:00,93.0,98.0,05:47:34,06:08:44,02:45:47,03:19:02,63.6,62.6,80.3,81.8,57.0,58.6,33,87
2021-09-14T21:59:59+09:00,2021-09-14 01:45:00,2021-09-14 07:10:00,05:25:00,00:07:00,05:18:00,06:58:42,97.8,98.1,04:43:19,05:54:20,02:39:00,03:09:53,60.8,62.8,79.7,81.5,58.0,58.4,44,83
2021-09-15T21:59:59+09:00,2021-09-15 03:48:00,2021-09-15 08:21:00,04:33:00,00:00:00,04:33:00,06:38:17,100.0,98.1,03:54:45,05:35:15,01:52:25,02:52:56,62.1,62.7,79.4,80.2,57.0,58.6,123,67
2021-09-16T21:59:59+09:00,2021-09-16 01:46:00,2021-09-16 08:29:00,07:58:00,00:43:00,07:15:00,06:46:17,89.3,96.6,06:20:01,05:42:33,03:15:00,02:54:48,64.9,62.2,81.9,80.0,59.0,58.0,78,73
2021-09-17T21:59:59+09:00,2021-09-17 01:31:00,2021-09-17 07:45:00,06:14:00,00:00:00,06:14:00,06:42:08,100.0,96.6,04:38:51,05:32:47,01:29:46,02:43:16,57.9,61.6,79.4,79.5,53.0,57.4,95,72
2021-09-18T21:59:59+09:00,2021-09-18 01:00:00,2021-09-18 16:45:00,15:45:00,04:21:00,11:24:00,07:02:08,72.4,92.7,09:34:41,05:55:26,05:04:00,02:58:38,59.5,61.5,76.1,79.1,62.0,58.0,120,79
2021-09-19T21:59:59+09:00,2021-09-19 02:30:00,2021-09-19 09:30:00,09:33:00,00:00:00,09:33:00,07:19:51,100.0,93.2,07:39:21,06:05:30,03:01:12,02:52:27,60.9,61.4,78.5,79.3,65.0,58.7,86,83
2021-09-20T21:59:59+09:00,2021-09-20 01:15:00,2021-09-20 08:52:00,07:37:00,00:00:00,07:37:00,07:24:51,100.0,94.2,06:39:38,06:12:57,03:18:02,02:57:03,59.2,60.7,76.3,78.8,58.0,58.9,91,91
2021-09-21T21:59:59+09:00,2021-09-21 01:44:00,2021-09-21 10:40:00,08:56:00,00:00:00,08:56:00,07:56:00,100.0,94.5,07:51:41,06:39:51,03:49:43,03:07:09,59.2,60.5,,,60.0,59.1,53,92
2021-09-22T21:59:59+09:00,2021-09-22 01:45:00,2021-09-22 16:00:00,14:15:00,04:00:00,10:15:00,08:44:51,71.9,90.5,,,,,,,82.5,79.2,,,44,81
2021-09-23T21:59:59+09:00,2021-09-23 00:30:00,2021-09-23 10:29:00,09:59:00,00:00:00,09:59:00,09:08:17,100.0,92.0,08:18:14,07:17:30,04:21:06,03:28:24,60.7,60.3,76.0,78.7,59.0,59.4,43,76
2021-09-24T21:59:59+09:00,2021-09-23 23:38:00,2021-09-24 09:01:00,09:23:00,00:18:00,09:05:00,09:32:42,96.8,91.6,07:05:42,07:24:01,04:17:22,03:37:18,60.8,59.7,76.2,77.9,62.0,59.9,61,71
2021-09-25T21:59:59+09:00,2021-09-25 00:38:00,2021-09-25 07:00:00,06:22:00,00:00:00,06:22:00,08:49:34,100.0,95.5,05:22:57,07:30:19,03:03:22,03:50:41,56.5,59.5,77.7,77.6,53.0,59.9,50,61
2021-09-26T21:59:59+09:00,2021-09-26 03:41:00,2021-09-26 09:31:00,05:50:00,00:00:00,05:50:00,08:17:42,100.0,95.5,05:07:31,06:52:09,02:47:23,03:31:10,59.1,59.5,77.7,77.8,57.0,59.1,42,55
2021-09-27T21:59:59+09:00,2021-09-27 02:00:00,2021-09-27 09:03:00,07:03:00,00:00:00,07:03:00,08:12:51,100.0,95.5,06:15:18,06:40:09,03:16:24,03:33:20,57.2,58.9,79.0,77.9,55.0,57.7,81,53
2021-09-28T21:59:59+09:00,2021-09-28 00:00:00,2021-09-28 13:09:00,13:09:00,02:45:00,10:24:00,08:25:25,79.1,92.5,08:31:36,06:56:08,04:49:10,03:46:21,59.6,59.0,75.6,77.8,61.0,58.1,65,55
2021-09-29T21:59:59+09:00,2021-09-29 03:00:00,2021-09-29 07:37:00,04:37:00,00:03:00,04:34:00,07:36:42,98.9,96.4,04:03:00,06:23:28,02:08:56,03:31:57,56.9,58.7,,,55.0,57.4,72,59
2021-09-30T21:59:59+09:00,2021-09-29 22:45:00,2021-09-30 08:30:00,09:45:00,00:00:00,09:45:00,07:34:42,100.0,96.4,,,,,,,64.2,75.2,53.0,56.6,46,60
2021-10-01T21:59:59+09:00,2021-10-01 01:17:00,2021-10-01 08:15:00,06:58:00,00:00:00,06:58:00,07:16:34,100.0,96.9,05:57:45,06:03:24,03:05:47,03:21:12,55.4,57.9,77.2,75.4,58.0,56.0,59,59
2021-10-02T21:59:59+09:00,2021-10-02 03:41:00,2021-10-02 12:15:00,08:34:00,00:00:00,08:34:00,07:35:25,100.0,96.9,07:57:13,06:10:46,04:32:07,03:23:18,58.2,57.6,80.6,76.0,59.0,56.9,44,58
2021-10-03T21:59:59+09:00,2021-10-03 02:47:00,2021-10-03 10:40:00,07:53:00,00:23:00,07:30:00,07:49:42,95.1,96.2,05:47:45,06:14:18,02:15:00,03:16:23,59.4,58.0,74.3,75.5,59.0,57.1,51,60
2021-10-04T21:59:59+09:00,2021-10-04 03:29:00,2021-10-04 09:08:00,05:39:00,00:12:00,05:27:00,07:36:00,96.5,95.7,04:17:59,06:07:13,02:28:38,03:13:43,62.5,58.5,76.6,75.3,57.0,57.4,52,55
2021-10-05T21:59:59+09:00,2021-10-05 01:57:00,2021-10-05 08:37:00,06:40:00,00:13:00,06:27:00,07:02:08,96.8,98.2,05:42:48,06:02:35,03:36:43,03:16:37,55.6,58.2,74.4,74.7,62.0,57.6,41,52
2021-10-06T21:59:59+09:00,2021-10-06 02:19:00,2021-10-06 07:56:00,05:37:00,00:00:00,05:37:00,07:11:08,100.0,98.3,05:03:55,05:32:55,03:12:34,03:02:49,57.9,58.0,75.5,74.7,57.0,57.9,166,66
2021-10-07T21:59:59+09:00,2021-10-07 02:15:00,2021-10-07 09:09:00,06:54:00,00:01:00,06:53:00,06:46:34,99.8,98.3,05:46:21,05:47:41,03:10:37,03:11:38,58.7,58.3,78.1,76.7,56.0,58.3,55,67
2021-10-08T21:59:59+09:00,2021-10-08 02:53:00,2021-10-08 07:17:00,04:24:00,00:00:00,04:24:00,06:24:34,100.0,98.3,04:17:40,05:33:23,03:06:21,03:11:42,61.0,59.1,74.1,76.2,56.0,58.0,64,67
2021-10-09T21:59:59+09:00,2021-10-09 00:29:00,2021-10-09 13:34:00,13:05:00,03:20:00,09:45:00,06:34:42,74.5,94.7,08:57:47,05:42:02,04:52:30,03:14:37,60.1,59.3,78.7,76.0,67.0,59.1,71,71
2021-10-10T21:59:59+09:00,2021-10-10 00:15:00,2021-10-10 11:45:00,11:30:00,00:00:00,11:30:00,07:09:00,100.0,95.4,10:38:57,06:23:38,06:00:00,03:46:46,61.1,59.6,83.6,77.3,59.0,59.1,43,70
2021-10-11T21:59:59+09:00,2021-10-11 02:37:00,2021-10-11 08:31:00,05:54:00,00:14:00,05:40:00,07:10:51,96.0,95.3,04:42:38,06:27:10,02:03:38,03:43:11,58.3,59.0,66.6,75.9,57.0,59.1,48,70
2021-10-12T21:59:59+09:00,2021-10-11 23:51:00,2021-10-12 08:11:00,08:20:00,00:00:00,08:20:00,07:27:00,100.0,95.8,06:04:03,06:30:12,01:33:45,03:25:37,59.5,59.5,79.8,76.6,63.0,59.3,117,81
2021-10-13T21:59:59+09:00,2021-10-13 02:10:00,2021-10-13 08:51:00,07:08:00,00:00:00,07:08:00,07:40:00,100.0,95.8,06:00:08,06:38:13,03:26:34,03:27:37,63.8,60.4,79.0,77.1,59.0,59.6,49,64
2021-10-14T21:59:59+09:00,2021-10-14 01:18:00,2021-10-14 08:15:00,06:57:00,00:05:00,06:52:00,07:39:51,98.8,95.6,06:01:39,06:40:24,03:01:17,03:26:17,62.9,61.0,83.0,77.8,57.0,59.7,75,67
2021-10-15T21:59:59+09:00,2021-10-15 00:12:00,2021-10-15 07:27:00,07:15:00,00:00:00,07:15:00,08:04:17,100.0,95.6,06:11:52,06:56:43,02:35:21,03:21:52,62.8,61.2,79.2,78.6,61.0,60.4,185,84
2021-10-16T21:59:59+09:00,2021-10-16 01:29:00,2021-10-16 09:22:00,07:53:00,00:00:00,07:53:00,07:48:17,100.0,99.3,07:04:37,06:40:33,04:19:23,03:17:08,63.6,61.7,78.4,78.5,61.0,59.6,66,83
2021-10-17T21:59:59+09:00,2021-10-16 23:21:00,2021-10-17 09:26:00,10:05:00,02:11:00,07:54:00,07:17:25,78.3,96.2,06:57:30,06:08:55,03:49:21,02:58:28,62.3,61.9,79.3,77.9,62.0,60.0,76,88
2021-10-18T21:59:59+09:00,2021-10-18 00:30:00,2021-10-18 07:46:00,10:34:00,00:27:00,10:07:00,07:55:34,93.8,95.9,08:25:50,06:40:48,03:17:11,03:08:58,59.3,62.0,78.3,79.6,56.0,59.9,106,96
2021-10-19T21:59:59+09:00,2021-10-19 01:40:00,2021-10-19 08:33:00,06:53:00,00:00:00,06:53:00,07:43:08,100.0,95.9,06:08:41,06:41:28,04:04:44,03:30:33,61.7,62.3,80.8,79.7,69.0,60.7,52,87
2021-10-20T21:59:59+09:00,2021-10-20 01:23:00,2021-10-20 08:09:00,06:46:00,00:00:00,06:46:00,07:40:00,100.0,95.9,06:00:59,06:41:35,03:23:00,03:30:02,59.6,61.7,78.1,79.6,56.0,60.3,68,90
2021-10-21T21:59:59+09:00,2021-10-21 00:45:00,2021-10-21 08:05:00,07:20:00,00:00:00,07:20:00,07:44:00,100.0,96.0,06:44:03,06:47:39,04:02:46,03:38:49,59.4,61.2,80.2,79.2,59.0,60.6,81,91
2021-10-22T21:59:59+09:00,2021-10-22 01:13:00,2021-10-22 07:58:00,06:45:00,00:01:00,06:44:00,07:39:34,99.8,96.0,06:08:41,06:47:11,03:30:05,03:46:38,60.3,60.9,79.6,79.2,57.0,60.0,82,76
2021-10-23T21:59:59+09:00,2021-10-23 02:00:00,2021-10-23 08:30:00,06:30:00,00:47:00,05:43:00,07:21:00,87.9,94.3,05:23:00,06:32:40,03:28:47,03:39:24,61.7,60.6,79.0,79.3,60.0,59.9,104,81
2021-10-24T21:59:59+09:00,2021-10-24 01:45:00,2021-10-24 08:35:00,06:50:00,00:24:00,06:26:00,07:08:25,94.1,96.5,05:14:03,06:17:54,01:58:46,03:23:37,64.6,60.9,81.7,79.7,59.0,59.4,55,78
2021-10-25T21:59:59+09:00,2021-10-25 06:48:00,2021-10-25 14:30:00,09:31:59,00:00:00,09:31:59,07:03:25,100.0,97.4,08:33:48,06:19:02,02:32:21,03:17:12,65.2,61.8,81.5,80.1,,,118,80
2021-10-26T21:59:59+09:00,2021-10-26 04:15:00,2021-10-26 09:33:00,05:18:00,00:00:00,05:18:00,06:49:51,100.0,97.4,04:35:26,06:05:43,02:31:26,03:03:53,62.7,61.9,76.2,79.5,56.0,59.4,49,79
2021-10-27T21:59:59+09:00,2021-10-27 02:30:00,2021-10-27 08:21:00,05:51:00,00:00:00,05:51:00,06:41:59,100.0,97.4,04:51:36,05:55:48,02:17:21,02:54:30,62.2,62.3,80.0,79.7,67.0,59.1,34,75
2021-10-28T21:59:59+09:00,2021-10-28 00:22:00,2021-10-28 09:03:00,08:41:00,00:01:00,08:40:00,06:53:25,99.8,97.4,07:36:31,06:03:18,04:35:18,02:59:09,60.8,62.5,82.3,80.0,61.0,59.9,80,74
2021-10-29T21:59:59+09:00,2021-10-29 01:26:00,2021-10-29 07:52:00,06:26:00,00:00:00,06:26:00,06:50:51,100.0,97.4,06:10:18,06:03:32,04:22:29,03:06:38,62.5,62.8,77.3,79.7,60.8,60.1,79,74
2021-10-30T21:59:59+09:00,2021-10-30 01:29:00,2021-10-30 10:16:00,08:47:00,00:37:00,08:10:00,07:11:51,93.0,98.1,07:40:31,06:23:10,05:11:49,03:21:21,59.6,62.5,81.5,80.1,66.0,61.4,73,70
2021-10-31T21:59:59+09:00,2021-10-31 00:42:00,2021-10-31 11:14:00,10:32:00,00:22:00,10:10:00,07:43:51,96.5,98.5,09:04:35,06:56:06,05:27:19,03:51:09,59.7,61.8,80.4,79.9,60.0,61.4,62,71
2021-11-01T21:59:59+09:00,2021-11-01 02:10:00,2021-11-01 08:32:00,06:22:00,00:00:00,06:22:00,07:16:42,100.0,98.5,05:33:48,06:30:24,03:18:38,03:57:45,58.7,60.9,,,55.0,60.8,74,64
2021-11-03T21:59:59+09:00,2021-11-03 02:24:00,2021-11-03 08:22:00,05:58:00,00:00:00,05:58:00,07:22:25,100.0,98.5,05:47:05,06:40:38,04:09:03,04:11:42,63.6,61.0,78.1,80.8,52.0,60.3,59,66
2021-11-04T21:59:59+09:00,2021-11-04 04:00:00,2021-11-04 09:00:00,05:00:00,00:00:00,05:00:00,07:15:08,100.0,98.5,04:45:28,06:39:45,03:15:00,04:19:56,59.2,60.6,75.7,80.1,55.0,58.5,86,74
2021-11-05T21:59:59+09:00,2021-11-05 02:55:00,2021-11-05 08:37:00,05:42:00,00:00:00,05:42:00,06:49:42,100.0,98.5,05:07:23,06:18:27,03:37:38,04:11:42,61.2,60.6,74.7,79.0,64.0,59.0,58,70
2021-11-06T21:59:59+09:00,2021-11-06 05:05:00,2021-11-06 09:07:00,05:06:00,00:00:00,05:06:00,06:38:17,100.0,98.5,03:53:41,05:58:56,01:20:40,03:45:43,61.0,60.4,78.3,79.2,60.0,58.9,41,65
2021-11-07T21:59:59+09:00,2021-11-07 00:30:00,2021-11-07 08:15:00,07:45:00,00:55:00,06:50:00,06:26:51,88.2,97.8,06:20:55,05:47:34,03:47:47,03:33:43,63.4,61.0,78.6,78.8,64.0,58.6,60,63
2021-11-08T21:59:59+09:00,2021-11-08 07:26:00,2021-11-08 14:31:00,07:05:00,00:19:00,06:46:00,05:57:42,95.5,97.7,05:34:34,05:17:33,02:20:32,03:07:02,67.4,62.1,,,60.0,58.6,63,63
2021-11-09T21:59:59+09:00,2021-11-09 00:43:00,2021-11-09 05:00:00,16:23:00,00:38:00,15:45:00,07:18:08,100.0,97.7,,,,,,,78.3,78.5,63.0,59.7,49,60
2021-11-10T21:59:59+09:00,2021-11-09 23:55:00,2021-11-10 07:02:00,07:07:00,00:04:00,07:03:00,07:27:25,99.1,97.5,06:22:32,05:24:31,04:01:43,03:13:11,60.6,62.3,83.1,78.1,57.0,60.4,59,60
2021-11-11T21:59:59+09:00,2021-11-11 02:12:00,2021-11-11 09:15:00,07:03:00,00:07:00,06:56:00,07:44:00,98.3,97.3,06:08:19,05:27:33,03:35:42,03:08:26,61.0,62.0,79.5,78.3,60.0,61.1,50,54
2021-11-12T21:59:59+09:00,2021-11-12 05:30:00,2021-11-12 12:16:00,06:46:00,00:31:00,06:15:00,07:48:42,92.4,96.2,05:27:11,05:33:31,03:15:00,03:08:26,63.6,62.6,79.1,78.8,59.0,60.4,57,54
2021-11-13T21:59:59+09:00,2021-11-13 09:17:00,2021-11-13 21:59:59,12:42:59,00:32:00,12:10:59,08:49:25,95.8,95.6,07:54:58,05:57:27,01:29:30,02:50:07,69.3,63.8,82.1,79.9,71.0,62.0,81,60
2021-11-14T21:59:59+09:00,2021-11-13 22:27:00,2021-11-14 08:20:00,09:53:00,00:00:00,09:53:00,09:15:34,100.0,97.3,08:23:57,06:36:04,04:12:02,03:14:36,63.9,64.2,79.8,80.1,60.0,61.4,65,61
2021-11-15T21:59:59+09:00,2021-11-15 01:30:00,2021-11-15 09:37:00,08:07:00,00:17:00,07:50:00,09:24:42,96.5,97.4,05:51:02,06:31:48,02:21:00,03:02:12,67.3,64.7,85.2,81.0,66.0,62.3,39,57
2021-11-16T21:59:59+09:00,2021-11-16 02:28:00,2021-11-16 08:50:00,06:22:00,00:00:00,06:22:00,08:04:17,100.0,97.4,06:02:52,06:35:50,04:04:29,03:17:03,70.5,65.2,82.6,81.6,66.0,62.7,54,58
2021-11-17T21:59:59+09:00,2021-11-17 08:40:00,2021-11-17 15:39:00,06:59:00,00:33:00,06:26:00,07:58:59,92.1,96.4,05:37:13,06:29:22,02:03:31,03:00:10,73.1,66.9,80.2,81.2,67.0,64.1,43,56
2021-11-18T21:59:59+09:00,2021-11-18 01:53:00,2021-11-18 08:58:00,07:05:00,00:15:00,06:50:00,07:58:08,96.5,96.2,05:38:48,06:25:09,03:02:13,02:55:23,66.3,67.7,84.8,82.0,63.0,64.6,48,55
2021-11-19T21:59:59+09:00,2021-11-19 05:45:00,2021-11-19 09:41:00,03:56:00,00:00:00,03:56:00,07:38:17,100.0,97.3,03:19:21,06:06:53,01:34:24,02:41:01,70.2,68.7,92.4,83.9,67.0,65.7,41,53
2021-11-20T21:59:59+09:00,2021-11-20 02:32:00,2021-11-20 07:17:00,04:45:00,00:00:00,04:45:00,06:34:34,100.0,97.9,03:52:20,05:32:13,02:15:00,02:47:31,66.8,68.3,75.2,82.9,60.0,64.1,90,54
2021-11-21T21:59:59+09:00,2021-11-21 02:14:00,2021-11-21 12:40:00,10:26:00,01:22:00,09:04:00,06:27:34,86.9,96.0,07:07:30,05:21:18,00:49:27,02:18:34,75.4,70.0,85.5,83.7,78.0,66.7,42,51
2021-11-22T21:59:59+09:00,2021-11-22 00:30:00,2021-11-22 09:27:00,08:57:00,00:20:00,08:37:00,06:34:17,96.3,96.0,07:42:57,05:37:17,04:26:50,02:36:33,66.1,69.8,81.9,83.2,64.0,66.4,64,55
2021-11-23T21:59:59+09:00,2021-11-23 00:45:00,2021-11-23 09:18:00,08:33:00,01:12:00,07:21:00,06:42:42,86.0,94.0,06:25:47,05:40:33,03:40:30,02:33:07,64.0,68.8,74.3,82.1,61.0,65.7,53,54
2021-11-24T21:59:59+09:00,2021-11-24 01:30:00,2021-11-24 07:12:00,05:42:00,00:09:00,05:33:00,06:35:08,97.4,94.7,04:57:05,05:34:49,02:22:43,02:35:52,64.1,67.6,84.0,82.6,60.0,64.7,64,57
2021-11-25T21:59:59+09:00,2021-11-25 02:58:00,2021-11-25 08:05:00,05:07:00,00:00:00,05:07:00,06:20:25,100.0,95.2,04:21:10,05:23:44,02:18:09,02:29:34,66.0,67.5,81.3,82.1,60.0,64.3,63,60
2021-11-26T21:59:59+09:00,2021-11-26 01:45:00,2021-11-26 09:19:00,07:34:00,00:00:00,07:34:00,06:51:34,100.0,95.2,06:27:29,05:50:37,03:01:36,02:42:02,63.9,66.6,80.6,80.4,59.0,63.1,121,71
2021-11-27T21:59:59+09:00,2021-11-27 01:35:00,2021-11-27 10:15:00,10:32:00,00:00:00,10:32:00,07:41:08,100.0,95.2,08:39:39,06:31:40,03:28:00,02:52:27,62.0,65.9,76.7,80.6,64.0,63.7,59,66
2021-11-28T21:59:59+09:00,2021-11-28 02:30:00,2021-11-28 10:08:00,07:38:00,00:00:00,07:38:00,07:28:51,100.0,97.1,06:17:35,06:24:32,02:47:56,03:09:23,61.8,64.0,79.5,79.8,62.0,61.4,70,70
2021-11-29T21:59:59+09:00,2021-11-29 01:30:00,2021-11-29 08:41:00,07:11:00,00:02:00,07:09:00,07:16:17,99.5,97.6,05:54:08,06:08:59,02:38:53,02:53:58,59.2,63.0,77.7,79.2,53.0,59.9,57,69
2021-11-30T21:59:59+09:00,2021-11-30 01:45:00,2021-11-30 08:23:00,06:38:00,00:00:00,06:38:00,07:10:08,100.0,99.6,05:59:16,06:05:12,03:19:00,02:50:53,59.5,62.3,,,56.0,59.1,57,70
2021-12-02T21:59:59+09:00,2021-12-02 01:20:00,2021-12-02 09:07:00,07:47:00,00:19:00,07:28:00,07:26:34,95.9,99.4,06:19:26,06:16:58,03:36:17,03:01:24,58.3,61.5,76.2,79.3,53.0,58.1,56,69
2021-12-03T21:59:59+09:00,2021-12-03 04:25:00,2021-12-03 08:25:00,04:00:00,00:10:00,03:50:00,07:15:34,95.8,98.8,03:07:55,06:06:30,01:47:20,02:57:00,62.1,61.0,67.8,77.3,62.0,58.4,41,66
2021-12-04T21:59:59+09:00,2021-12-04 01:50:00,2021-12-04 11:04:00,09:14:00,00:00:00,09:14:00,07:29:51,100.0,98.8,07:42:19,06:17:11,01:16:57,02:42:03,65.8,61.2,80.3,77.3,60.0,58.6,69,58
2021-12-05T21:59:59+09:00,2021-12-05 02:47:00,2021-12-05 12:04:00,09:17:00,00:32:00,08:45:00,07:14:34,94.3,97.9,08:12:07,06:13:15,05:02:16,02:55:31,62.9,61.4,75.6,77.1,60.0,58.0,56,58
2021-12-06T21:59:59+09:00,2021-12-06 01:53:00,2021-12-06 08:16:00,06:23:00,00:01:00,06:22:00,07:03:42,99.7,97.9,05:53:17,06:09:47,03:33:55,03:02:05,56.9,60.7,,,54.0,56.9,61,57
2021-12-07T21:59:59+09:00,2021-12-06 22:15:00,2021-12-07 11:15:00,13:00:00,02:30:00,10:30:00,07:32:25,80.8,95.2,,,,,,,80.2,77.2,72.0,59.6,,
2021-12-08T21:59:59+09:00,2021-12-08 03:15:00,2021-12-08 09:56:00,06:41:00,00:17:00,06:24:00,07:30:25,95.8,94.6,05:46:38,06:08:43,02:56:00,03:04:32,60.8,60.9,75.0,76.8,60.0,60.1,35,54
2021-12-09T21:59:59+09:00,2021-12-09 02:25:00,2021-12-09 08:18:00,05:53:00,00:00:00,05:53:00,07:16:51,100.0,95.2,05:00:52,06:00:22,02:33:29,02:58:02,60.9,61.1,81.6,76.7,57.0,60.7,50,53
2021-12-10T21:59:59+09:00,2021-12-10 04:17:00,2021-12-10 11:34:00,07:17:00,00:00:00,07:17:00,07:46:25,100.0,95.8,06:38:31,06:03:05,03:54:06,03:00:34,67.7,62.4,79.0,77.1,74.0,62.4,82,56
2021-12-11T21:59:59+09:00,2021-12-11 01:55:00,2021-12-11 09:54:00,07:59:00,00:00:00,07:59:00,07:35:42,100.0,95.8,07:10:12,06:37:42,03:20:52,03:13:56,67.1,63.1,84.7,79.5,64.0,63.0,70,60
2021-12-12T21:59:59+09:00,2021-12-12 02:56:00,2021-12-12 09:09:00,06:13:00,00:09:00,06:04:00,07:12:42,97.6,96.3,04:53:10,06:13:32,01:50:47,03:18:46,59.7,62.3,76.4,78.9,57.0,62.6,55,58
2021-12-13T21:59:59+09:00,2021-12-13 02:49:00,2021-12-13 08:18:00,05:29:00,00:00:00,05:29:00,07:05:08,100.0,96.3,05:05:08,05:46:50,03:39:20,03:06:55,59.4,61.8,75.0,78.8,56.0,62.9,114,67
2021-12-14T21:59:59+09:00,2021-12-14 01:50:00,2021-12-14 09:45:00,07:55:00,00:00:00,07:55:00,06:43:00,100.0,99.0,06:38:01,05:53:13,03:03:52,03:02:38,60.8,62.3,,,64.0,61.7,142,78
2021-12-16T21:59:59+09:00,2021-12-16 05:04:00,2021-12-16 14:20:00,09:16:00,02:02:00,07:14:00,06:50:08,78.1,96.5,06:26:49,05:58:57,03:21:30,03:06:16,66.1,63.1,77.0,79.0,58.0,61.4,55,81
